h2_amp_mean,h2_amp_cv,h2_phase_std,h3_amp_mean,h3_amp_cv,h3_phase_std,h4_amp_mean,h4_amp_cv,h4_phase_std,h5_amp_mean,h5_amp_cv,h5_phase_std,h6_amp_mean,h6_amp_cv,h6_phase_std,h7_amp_mean,h7_amp_cv,h7_phase_std,h8_amp_mean,h8_amp_cv,h8_phase_std,h9_amp_mean,h9_amp_cv,h9_phase_std,ampcv_h5,phstd_h5,inrush_ratio,rms_steady,label,source,file,predicted,correct
0.005428708834487407,0.8790505473582233,1.3541956383317009,0.07078068565035381,0.08103371560215476,0.18972760565939578,0.016687581004468655,0.9915549020217206,1.3530956661515037,0.03905246512406812,0.49963571973271026,0.47826319733101114,0.021811591022767474,0.8034056137688732,1.741396069455259,0.06284002837002803,0.28329332827876863,1.9436306585074077,0.018065577916094144,0.8743941992231009,1.5583856395131577,0.026095054483444742,0.9536674953676912,1.041840244713892,0.49963571973271026,0.47826319733101114,5.140000302352704,1.5221778987869832,EV,BMW iX xDrive50,Waveform_1.csv,PC,False
0.11204771572580097,0.6202875671228621,1.3160563111538552,0.6662331556895105,0.07173824241045969,0.12901078874261354,0.0803424332979568,0.4798541000830754,0.8833184188793869,0.4919909395630936,0.08593500735101856,0.13788415068177648,0.06436483321890255,0.5498902596632907,1.7301151055097845,0.3349361059733437,0.15251747841558969,2.7228048014572024,0.0527169957528581,0.5386897528110891,2.2339292794449466,0.32385319702832377,0.16303923061495815,0.11507414097434587,0.08593500735101856,0.13788415068177648,1.4285550440472417,28.64362751855698,EV,BMW iX xDrive50,Waveform_2.csv,EV,True
0.10558007091363796,0.6131150182338938,1.9380627472654273,0.6574865585404988,0.11455427217663114,0.15563562489514074,0.08842623127100656,0.9351343058191057,1.4955323526150974,0.46618754346566443,0.12605468690404542,0.2013212180748745,0.08416059359076142,0.7497122990031903,0.8632868885736598,0.2826160527597738,0.13114851459833368,0.2355797507553004,0.05897580935414957,0.7310629456584131,1.4800151034259859,0.30495605798585446,0.12496734094305378,0.2817546269754668,0.12605468690404542,0.2013212180748745,1.4133271060893386,28.83055055769744,EV,BMW iX xDrive50,Waveform_3.csv,EV,True
0.08367836768344987,0.6476555958162011,1.7448315282451257,0.6218135587114623,0.07804772551775482,0.1338851414406299,0.07606045491660532,0.9725581164124822,1.620789963635867,0.5426540699759925,0.12670532904423729,0.15330385162736856,0.0625099304829013,1.1260351543829508,2.0261887741598006,0.31943344849349575,0.09991580467585026,0.19150690543331558,0.05037336408522264,0.836035501763257,2.1378882484108015,0.22946651686223654,0.233520149450225,0.27852101018455977,0.12670532904423729,0.15330385162736856,1.4548931370989768,32.44018226604367,EV,Nissan Leaf,Waveform_1.csv,EV,True
0.10281555713951906,0.6764860892128077,1.7118796311269773,0.6210031021714206,0.086442571758886,0.128611940352151,0.06770098303307356,0.8500138055165711,1.304100662571995,0.5408994537811684,0.04073209956485952,0.1326560351795875,0.0576472503879748,0.8351756930745574,1.2308571599491729,0.3084304391859026,0.1576271838880937,0.15100591580127815,0.04775149498297363,0.8546652075492254,1.4912887594168687,0.21572297804753454,0.22079785775171448,1.9284161299087434,0.04073209956485952,0.1326560351795875,1.465043515104829,30.291931998880596,EV,Nissan Leaf,Waveform_2.csv,EV,True
0.08476333175604009,0.8457557512486937,1.7554399059204995,0.6119555498595121,0.06274250885319677,0.11584156025678924,0.06359299529381857,0.9125372565992781,1.3880730317064576,0.4154979192058163,0.19267113268969122,0.0643742458222172,0.05409533924799976,0.9960831076665817,1.289744533805178,0.29292711266001514,0.11297815427359507,0.1841339448206968,0.04683445181153694,1.0280460112076784,1.8786756459765133,0.1428579880988578,0.39993752126281523,2.3080796756715434,0.19267113268969122,0.0643742458222172,1.4646845173105683,30.19762823500718,EV,Nissan Leaf,Waveform_3.csv,EV,True
0.1281948795836848,0.3468136943033014,1.2338844576437327,0.5051107187953714,0.16548546428510078,0.10893151071901433,0.10936604502558658,0.7152628076660467,1.968375209961036,0.5595583603471627,0.19867400125257098,0.12544814979150273,0.12345808918018679,0.6960666263439037,0.6277666568506778,0.745963137446577,0.0796461048432551,0.11965571795989617,0.11380483730743986,0.7920041428158969,1.9625402440415824,0.43198610524958003,0.30827843005612776,0.2810674580767504,0.19867400125257098,0.12544814979150273,1.4926378416130546,30.207594401221705,EV,Tesla Model 3,Waveform_1.csv,EV,True
0.11730862727688211,0.5680263297788,0.8730440620870339,0.5091919214395398,0.167592541846366,0.23773158968652328,0.12380185958593448,0.8677826265784511,1.50951335052413,0.618427519539682,0.2488211442605312,0.0699082454841778,0.09522079464794556,0.6657038773838361,2.1543702614898708,0.7533405785606353,0.09102104399605575,0.12270206972290305,0.11930863332785517,0.7932121732582013,1.0433265332871293,0.42108969166914695,0.3186616881605831,0.27492011059207533,0.2488211442605312,0.0699082454841778,1.4746835195919468,30.194952295688246,EV,Tesla Model 3,Waveform_2.csv,EV,True
0.10421571119381907,0.19639747517562547,0.8849750914468008,0.5216834851593989,0.17010369771795897,0.24026192978102914,0.13109426150724945,0.9750861417499914,1.6974984881184514,0.5880147577538276,0.29417764700471033,0.11823282445027218,0.10293216524043473,0.6886178100123347,0.8577448461213041,0.7441415365464081,0.10207635944510882,0.1062083690751868,0.11499786785429841,0.5768415414138135,1.1416301913491347,0.3888992972275908,0.3373363330710631,0.25862941692873326,0.29417764700471033,0.11823282445027218,1.469715038364709,30.25008070935482,EV,Tesla Model 3,Waveform_3.csv,EV,True
0.0018562835778910894,0.4435603076559121,1.0116562717530622,0.02107710268665709,0.05926592112111122,0.0589044543927361,0.002160190696783275,0.4296459304579643,1.9071911449611807,0.0158375740523139,0.09062293925365929,0.025752427287151942,0.0020717647901010183,0.3340981140885623,2.1078093770594672,0.00859020000806732,0.2454715479082553,0.07903024500125319,0.001106521855799446,0.23800499032113015,0.9533420556697353,0.0010816423213542096,0.343034397490351,0.9461067405857215,0.09062293925365929,0.025752427287151942,4.677390597627895,0.6480098805831076,PC,synthetic,laptop_sample_01.csv,PC,True
0.08839959451516155,1.7137443173038964,1.7887817766783953,0.09125067053508902,1.1880099942234648,0.1890432176445047,0.052099670893787066,1.6962640793808559,0.8268802956870382,0.06515849919854612,0.690555857157329,1.1302301119516682,0.03649688416747114,1.6788332490839748,1.842243724825503,0.054487239570309126,0.9723585005029505,0.09909601525458157,0.028974508949582856,1.6996255925841481,1.385272710226953,0.02590123276951742,1.6544718566877934,0.6791765203347645,0.690555857157329,1.1302301119516682,4.9741060540732,0.5689454537416864,PC,synthetic,laptop_sample_02.csv,PC,True
0.07043119278404421,1.6807357134475376,1.2803082271346007,0.12656223914330142,0.660395212782328,0.16634344468396434,0.04140786279599058,1.6379467878811615,1.9134007482360735,0.06457008766779893,0.3692813242462201,0.8955146416969445,0.029083900664258106,1.6327288750666848,1.4913024970279085,0.03506052586210264,1.1737636690493685,0.1364143977478314,0.02413963248026123,1.5935290270589832,1.1064537014812414,0.020908926359430667,1.6376445324987645,1.2054212080812006,0.3692813242462201,0.8955146416969445,3.152750430402054,0.7330097634638527,PC,synthetic,laptop_sample_03.csv,PC,True
0.10349652377996274,1.701733392584962,1.2093579023214407,0.12428388125061199,1.0083052681491909,0.19790576338637178,0.060878622685687944,1.6939272892752597,1.4404996351301882,0.09400967866042637,0.9066074825146967,0.2831882828368113,0.04369474543484952,1.6541110575056033,2.214853024429242,0.049264760233805424,1.2472139683551728,0.13825832246712866,0.034189771131567154,1.692479553741373,1.2826390342990486,0.030652935774818816,1.6379299654249047,0.7717938210830669,0.9066074825146967,0.2831882828368113,5.013349932962188,0.6662201983328535,PC,synthetic,laptop_sample_04.csv,PC,True
0.0013878673600850571,0.2867805885827634,0.5624831322146342,0.03272538215407122,0.0440429835104699,0.05042573346476337,0.0017629486317109406,0.5936172718140086,1.5525092846284145,0.015293026262203656,0.032683777707502006,0.030401457645877025,0.0013319384094198836,0.1863397731749596,0.6474303800580029,0.006120152562937083,0.1643199752202219,0.07162393596659065,0.0006220237662757189,0.7574329009379249,1.9932468336510203,0.0007413964775924571,0.6159119976877697,1.5142012143424097,0.032683777707502006,0.030401457645877025,5.499408170801306,0.5091446958707646,PC,synthetic,laptop_sample_05.csv,PC,True
