Trigger_Date,2024/01/26
Trigger_Time,T 10:41:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,0.261,1.871
-41.63,2.625,1.819
-41.60,4.717,1.800
-41.57,6.475,1.770
-41.53,9.274,1.755
-41.50,11.341,1.689
-41.47,13.764,1.685
-41.43,15.588,1.693
-41.40,18.046,1.655
-41.37,19.405,1.615
-41.33,22.132,1.607
-41.30,24.762,1.571
-41.27,25.672,1.541
-41.23,28.142,1.546
-41.20,31.193,1.517
-41.17,33.273,1.466
-41.13,35.158,1.492
-41.10,36.756,1.444
-41.07,39.954,1.394
-41.03,40.352,1.398
-41.00,43.681,1.355
-40.97,46.273,1.364
-40.93,46.831,1.352
-40.90,49.689,1.324
-40.87,51.266,1.300
-40.83,54.216,1.300
-40.80,56.004,1.330
-40.77,57.985,1.295
-40.73,60.359,1.251
-40.70,62.124,1.261
-40.67,64.904,1.243
-40.63,65.120,1.219
-40.60,68.256,1.201
-40.57,70.760,1.207
-40.53,72.514,1.169
-40.50,74.601,1.149
-40.47,75.929,1.191
-40.43,77.554,1.168
-40.40,79.750,1.121
-40.37,81.714,1.136
-40.33,83.510,1.092
-40.30,84.984,1.101
-40.27,87.896,1.085
-40.23,88.940,1.045
-40.20,91.131,1.054
-40.17,92.337,1.047
-40.13,94.202,1.058
-40.10,95.573,1.062
-40.07,98.748,1.033
-40.03,98.624,1.021
-40.00,101.157,1.017
-39.97,102.628,1.027
-39.93,105.947,1.000
-39.90,106.634,1.006
-39.87,108.542,0.995
-39.83,108.687,1.009
-39.80,111.260,0.972
-39.77,113.784,1.000
-39.73,114.586,0.972
-39.70,115.681,0.976
-39.67,117.639,0.978
-39.63,119.146,0.958
-39.60,120.688,0.941
-39.57,122.463,0.964
-39.53,123.661,0.962
-39.50,124.734,0.942
-39.47,126.519,0.963
-39.43,127.863,0.941
-39.40,128.985,0.953
-39.37,129.870,0.934
-39.33,131.598,0.927
-39.30,134.173,0.923
-39.27,134.493,0.914
