Trigger_Date,2024/01/24
Trigger_Time,T 10:39:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,-1.210,3.615
-41.63,2.403,3.537
-41.60,4.265,3.490
-41.57,7.579,3.412
-41.53,9.482,3.390
-41.50,11.187,3.304
-41.47,12.010,3.246
-41.43,16.172,3.221
-41.40,17.816,3.158
-41.37,19.262,3.091
-41.33,20.948,3.074
-41.30,23.933,3.045
-41.27,26.882,2.941
-41.23,29.181,2.910
-41.20,30.593,2.859
-41.17,32.963,2.843
-41.13,34.490,2.778
-41.10,37.457,2.761
-41.07,39.551,2.709
-41.03,40.444,2.688
-41.00,43.539,2.634
-40.97,46.163,2.603
-40.93,46.483,2.527
-40.90,50.093,2.514
-40.87,51.848,2.492
-40.83,53.510,2.444
-40.80,55.924,2.425
-40.77,57.053,2.361
-40.73,59.317,2.329
-40.70,62.223,2.320
-40.67,64.179,2.315
-40.63,66.760,2.211
-40.60,68.307,2.201
-40.57,69.534,2.197
-40.53,72.475,2.167
-40.50,73.659,2.128
-40.47,76.754,2.059
-40.43,78.077,2.093
-40.40,80.214,2.028
-40.37,82.226,2.028
-40.33,82.484,1.988
-40.30,85.131,1.927
-40.27,87.755,1.924
-40.23,88.440,1.921
-40.20,90.204,1.871
-40.17,92.028,1.856
-40.13,94.860,1.847
-40.10,97.232,1.835
-40.07,99.116,1.822
-40.03,99.845,1.782
-40.00,102.029,1.782
-39.97,104.081,1.759
-39.93,105.089,1.746
-39.90,106.727,1.710
-39.87,108.270,1.662
-39.83,109.553,1.659
-39.80,111.756,1.660
-39.77,113.506,1.608
-39.73,114.450,1.610
-39.70,115.715,1.588
-39.67,117.706,1.601
-39.63,118.697,1.563
-39.60,120.589,1.537
-39.57,122.659,1.574
-39.53,122.514,1.549
-39.50,125.483,1.496
-39.47,125.835,1.526
-39.43,127.026,1.496
-39.40,128.669,1.498
-39.37,130.719,1.502
-39.33,132.418,1.487
-39.30,133.408,1.487
-39.27,134.608,1.489
-39.23,135.393,1.460
-39.20,136.837,1.445
-39.17,137.313,1.455
-39.13,138.720,1.429
-39.10,140.342,1.408
-39.07,142.117,1.454
-39.03,142.525,1.419
-39.00,144.069,1.405
-38.97,144.879,1.408
-38.93,145.622,1.379
-38.90,147.429,1.385
-38.87,147.569,1.410
-38.83,148.422,1.384
-38.80,149.777,1.371
-38.77,150.340,1.394
-38.73,151.333,1.331
-38.70,152.749,1.363
-38.67,153.755,1.332
-38.63,153.588,1.364
-38.60,155.723,1.344
-38.57,155.431,1.337
-38.53,157.075,1.316
-38.50,157.509,1.328
-38.47,158.244,1.302
-38.43,158.403,1.320
-38.40,159.461,1.326
-38.37,159.669,1.325
-38.33,160.875,1.306
-38.30,161.488,1.304
-38.27,161.838,1.355
-38.23,162.450,1.289
-38.20,162.626,1.284
-38.17,163.812,1.315
-38.13,163.357,1.248
-38.10,164.018,1.251
-38.07,164.868,1.308
-38.03,165.368,1.216
-38.00,165.196,1.279
-37.97,165.839,1.292
-37.93,165.847,1.245
-37.90,167.018,1.264
-37.87,167.251,1.253
-37.83,166.844,1.214
-37.80,167.215,1.234
-37.77,167.377,1.263
-37.73,167.097,1.211
-37.70,167.967,1.188
-37.67,167.517,1.230
-37.63,168.552,1.230
-37.60,168.290,1.217
-37.57,169.719,1.191
-37.53,168.146,1.219
-37.50,168.090,1.186
-37.47,168.772,1.211
-37.43,167.493,1.211
-37.40,167.702,1.196
-37.37,167.010,1.170
-37.33,168.246,1.173
-37.30,167.953,1.151
-37.27,168.399,1.117
-37.23,168.436,1.163
-37.20,167.456,1.167
-37.17,167.440,1.190
-37.13,166.460,1.201
-37.10,166.981,1.184
-37.07,166.167,1.146
-37.03,164.954,1.160
-37.00,165.951,1.103
-36.97,165.554,1.127
-36.93,165.331,1.131
-36.90,164.945,1.100
-36.87,163.834,1.170
-36.83,163.524,1.133
-36.80,162.549,1.151
-36.77,162.355,1.119
-36.73,161.178,1.105
-36.70,160.834,1.098
-36.67,161.242,0.991
-36.63,159.252,0.955
-36.60,160.770,0.963
-36.57,158.276,0.937
-36.53,158.888,0.999
-36.50,156.957,0.951
-36.47,156.396,0.975
-36.43,156.163,0.983
-36.40,154.733,0.941
-36.37,153.774,0.924
-36.33,152.612,0.923
-36.30,152.195,0.936
-36.27,151.498,0.898
-36.23,151.882,0.935
-36.20,149.594,0.925
-36.17,148.905,0.893
-36.13,147.718,0.887
-36.10,146.695,0.920
-36.07,146.134,0.885
-36.03,145.277,0.913
-36.00,142.581,0.897
-35.97,141.999,0.830
-35.93,141.972,0.815
-35.90,140.953,0.857
-35.87,139.301,0.840
-35.83,137.933,0.849
-35.80,136.880,0.839
-35.77,135.272,0.808
-35.73,134.608,0.770
-35.70,133.625,0.763
-35.67,132.166,0.800
-35.63,130.087,0.782
-35.60,128.719,0.785
-35.57,127.433,0.767
-35.53,126.401,0.767
-35.50,125.180,0.742
-35.47,123.266,0.733
-35.43,121.717,0.706
-35.40,121.453,0.713
-35.37,118.586,0.719
-35.33,117.632,0.730
-35.30,116.003,0.682
-35.27,114.731,0.692
-35.23,113.181,0.694
-35.20,111.912,0.662
-35.17,109.694,0.693
-35.13,107.930,0.718
-35.10,106.171,0.644
-35.07,105.140,0.648
-35.03,102.729,0.671
-35.00,102.183,0.686
-34.97,100.124,0.636
-34.93,97.681,0.663
-34.90,96.354,0.652
-34.87,94.274,0.627
-34.83,92.135,0.644
-34.80,90.123,0.612
-34.77,89.405,0.624
-34.73,87.918,0.625
-34.70,86.067,0.583
-34.67,84.801,0.574
-34.63,81.766,0.622
-34.60,79.951,0.602
-34.57,77.771,0.574
-34.53,75.392,0.596
-34.50,73.903,0.560
