Trigger_Date,2024/01/21
Trigger_Time,T 10:36:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,-0.086,2.333
-41.63,2.590,2.258
-41.60,4.580,2.240
-41.57,7.098,2.229
-41.53,8.809,2.177
-41.50,11.673,2.150
-41.47,12.350,2.110
-41.43,15.744,2.069
-41.40,17.552,2.038
-41.37,18.626,2.013
-41.33,22.098,2.043
-41.30,25.573,1.952
-41.27,25.567,1.923
-41.23,28.437,1.870
-41.20,30.863,1.858
-41.17,33.028,1.843
-41.13,35.010,1.836
-41.10,37.104,1.791
-41.07,39.536,1.778
-41.03,40.895,1.731
-41.00,44.260,1.731
-40.97,45.793,1.727
-40.93,48.307,1.683
-40.90,49.611,1.679
-40.87,51.895,1.639
-40.83,53.864,1.588
-40.80,56.719,1.606
-40.77,58.053,1.604
-40.73,60.549,1.561
-40.70,61.685,1.527
-40.67,63.919,1.522
-40.63,65.403,1.493
-40.60,67.878,1.458
-40.57,69.130,1.461
-40.53,72.419,1.439
-40.50,73.527,1.419
-40.47,76.056,1.414
-40.43,77.786,1.377
-40.40,78.836,1.393
-40.37,82.134,1.391
-40.33,83.296,1.357
-40.30,85.025,1.361
-40.27,87.261,1.341
-40.23,89.490,1.335
-40.20,90.745,1.316
-40.17,93.411,1.278
-40.13,95.511,1.297
-40.10,95.692,1.258
-40.07,98.369,1.278
-40.03,100.292,1.265
-40.00,100.911,1.244
-39.97,103.280,1.219
-39.93,105.002,1.235
-39.90,107.019,1.216
-39.87,109.028,1.178
-39.83,110.221,1.208
-39.80,111.220,1.180
-39.77,112.317,1.134
-39.73,115.033,1.169
-39.70,116.391,1.133
-39.67,118.040,1.120
-39.63,119.098,1.129
-39.60,120.538,1.135
-39.57,122.486,1.112
-39.53,124.171,1.129
-39.50,125.480,1.119
-39.47,126.293,1.091
-39.43,128.399,1.114
-39.40,128.814,1.093
-39.37,130.949,1.086
-39.33,132.936,1.102
-39.30,133.366,1.070
-39.27,134.606,1.091
-39.23,135.525,1.074
-39.20,137.703,1.038
-39.17,138.445,1.062
-39.13,139.645,1.046
-39.10,140.204,1.031
-39.07,140.316,1.024
-39.03,142.889,1.034
-39.00,143.735,1.035
-38.97,144.096,1.042
-38.93,145.533,1.012
-38.90,146.833,1.023
-38.87,148.180,1.004
-38.83,148.559,1.007
-38.80,149.765,0.981
-38.77,150.987,0.971
-38.73,150.721,0.995
-38.70,152.676,0.976
-38.67,152.942,0.987
-38.63,154.162,0.980
-38.60,155.552,0.985
-38.57,156.190,0.998
-38.53,156.376,0.985
-38.50,158.225,0.980
-38.47,158.261,0.972
-38.43,158.417,0.972
-38.40,158.761,0.963
-38.37,159.900,0.957
-38.33,159.907,0.953
-38.30,162.095,0.959
-38.27,160.860,0.972
-38.23,162.374,0.976
-38.20,162.658,0.939
-38.17,163.536,0.942
-38.13,164.129,0.966
-38.10,164.356,0.920
-38.07,164.597,0.951
-38.03,164.730,0.902
-38.00,164.966,0.935
-37.97,165.674,0.968
-37.93,166.324,0.911
-37.90,166.482,0.953
-37.87,167.361,0.927
-37.83,167.442,0.924
-37.80,167.395,0.920
-37.77,167.844,0.919
-37.73,166.852,0.926
-37.70,167.434,0.887
-37.67,167.715,0.912
-37.63,167.862,0.881
-37.60,168.177,0.919
-37.57,168.337,0.873
-37.53,168.418,0.902
-37.50,167.908,0.851
-37.47,168.629,0.847
-37.43,169.106,0.907
-37.40,168.092,0.840
-37.37,167.929,0.858
-37.33,168.404,0.868
-37.30,168.066,0.864
-37.27,168.408,0.836
-37.23,166.858,0.841
-37.20,167.866,0.833
-37.17,168.147,0.838
-37.13,167.031,0.862
-37.10,166.600,0.839
-37.07,166.829,0.839
-37.03,165.638,0.804
-37.00,165.872,0.797
-36.97,164.667,0.846
-36.93,165.543,0.805
-36.90,164.303,0.826
-36.87,163.655,0.810
-36.83,163.204,0.808
-36.80,161.806,0.810
-36.77,162.325,0.800
-36.73,160.718,0.771
-36.70,161.465,0.808
-36.67,161.004,0.690
-36.63,160.274,0.698
-36.60,158.784,0.734
-36.57,158.486,0.679
-36.53,158.132,0.695
-36.50,157.656,0.733
-36.47,156.551,0.691
-36.43,155.151,0.696
-36.40,154.454,0.678
-36.37,154.368,0.679
-36.33,154.181,0.717
-36.30,151.734,0.690
-36.27,151.741,0.663
-36.23,151.130,0.694
-36.20,149.812,0.663
-36.17,149.727,0.658
-36.13,147.851,0.679
-36.10,146.567,0.666
-36.07,145.840,0.667
-36.03,144.464,0.662
-36.00,143.034,0.660
-35.97,142.425,0.642
-35.93,141.332,0.662
-35.90,140.125,0.666
-35.87,139.553,0.681
-35.83,138.167,0.658
-35.80,136.736,0.667
-35.77,135.298,0.640
-35.73,135.201,0.650
-35.70,132.587,0.659
-35.67,132.029,0.629
-35.63,131.078,0.634
-35.60,129.156,0.648
-35.57,126.989,0.639
-35.53,125.839,0.630
-35.50,125.354,0.594
-35.47,123.976,0.615
-35.43,122.058,0.623
-35.40,121.097,0.613
-35.37,118.296,0.636
-35.33,117.298,0.628
-35.30,115.907,0.593
-35.27,114.836,0.588
-35.23,113.542,0.605
-35.20,111.503,0.610
-35.17,109.546,0.586
-35.13,108.344,0.617
-35.10,105.266,0.578
-35.07,104.831,0.558
-35.03,103.460,0.552
-35.00,101.056,0.549
-34.97,100.107,0.530
-34.93,98.496,0.549
-34.90,95.515,0.547
-34.87,94.495,0.519
-34.83,92.593,0.528
-34.80,91.272,0.515
-34.77,88.827,0.500
-34.73,87.091,0.528
-34.70,85.480,0.510
-34.67,84.314,0.481
-34.63,81.595,0.477
-34.60,78.913,0.462
-34.57,77.881,0.453
-34.53,76.043,0.470
-34.50,74.195,0.447
-34.47,72.118,0.394
-34.43,70.120,0.431
-34.40,67.409,0.412
-34.37,66.988,0.404
-34.33,64.013,0.391
-34.30,61.599,0.376
-34.27,59.776,0.379
-34.23,58.574,0.355
-34.20,55.844,0.375
-34.17,53.522,0.349
-34.13,52.748,0.333
-34.10,50.275,0.321
-34.07,47.494,0.291
-34.03,45.576,0.292
-34.00,43.675,0.281
-33.97,40.666,0.257
-33.93,38.867,0.270
-33.90,37.182,0.232
-33.87,35.773,0.246
-33.83,31.902,0.202
-33.80,31.311,0.183
-33.77,28.495,0.194
-33.73,26.532,0.176
-33.70,25.041,0.192
-33.67,22.659,0.159
-33.63,19.086,0.141
-33.60,18.031,0.146
-33.57,15.286,0.119
-33.53,13.231,0.100
-33.50,10.297,0.102
-33.47,8.301,0.085
-33.43,8.080,0.070
-33.40,3.231,0.027
-33.37,2.635,0.025
-33.33,0.306,0.028
-33.30,-1.233,-0.016
-33.27,-4.535,-0.011
-33.23,-5.764,-0.000
-33.20,-8.850,-0.041
-33.17,-10.454,-0.036
-33.13,-12.695,-0.064
-33.10,-14.966,-0.044
-33.07,-17.543,-0.092
-33.03,-20.264,-0.083
-33.00,-22.534,-0.106
-32.97,-24.235,-0.112
-32.93,-26.638,-0.116
-32.90,-29.045,-0.137
-32.87,-30.982,-0.159
-32.83,-32.486,-0.174
-32.80,-34.969,-0.153
-32.77,-36.642,-0.170
-32.73,-40.008,-0.187
-32.70,-41.195,-0.207
-32.67,-43.787,-0.201
-32.63,-45.267,-0.213
-32.60,-48.022,-0.233
-32.57,-50.083,-0.229
-32.53,-51.072,-0.268
-32.50,-54.700,-0.278
-32.47,-56.343,-0.291
-32.43,-58.874,-0.279
-32.40,-59.951,-0.292
-32.37,-62.891,-0.297
