Trigger_Date,2024/01/33
Trigger_Time,T 10:48:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,-0.214,2.698
-41.63,2.357,2.675
-41.60,4.426,2.595
-41.57,7.586,2.552
-41.53,8.336,2.510
-41.50,10.140,2.521
-41.47,14.423,2.391
-41.43,14.571,2.377
-41.40,18.647,2.356
-41.37,19.398,2.317
-41.33,22.888,2.272
-41.30,23.922,2.255
-41.27,26.055,2.208
-41.23,28.690,2.177
-41.20,30.469,2.177
-41.17,32.415,2.077
-41.13,35.304,2.072
-41.10,37.793,2.059
-41.07,38.659,2.008
-41.03,40.796,1.976
-41.00,43.872,1.955
-40.97,45.807,1.925
-40.93,48.337,1.910
-40.90,50.103,1.865
-40.87,51.450,1.831
-40.83,53.770,1.784
-40.80,55.736,1.810
-40.77,57.007,1.768
-40.73,59.777,1.732
-40.70,62.584,1.723
-40.67,64.574,1.704
-40.63,65.768,1.684
-40.60,67.418,1.663
-40.57,70.077,1.649
-40.53,71.617,1.630
-40.50,75.198,1.639
-40.47,76.167,1.566
-40.43,77.835,1.570
-40.40,79.850,1.536
-40.37,81.464,1.539
-40.33,83.135,1.522
-40.30,85.555,1.491
-40.27,87.304,1.499
-40.23,88.621,1.483
-40.20,89.855,1.439
-40.17,93.149,1.436
-40.13,95.051,1.411
-40.10,95.928,1.438
-40.07,97.637,1.396
-40.03,100.023,1.391
-40.00,101.222,1.359
-39.97,103.874,1.359
-39.93,104.702,1.346
-39.90,107.309,1.339
-39.87,107.762,1.325
-39.83,109.306,1.306
-39.80,112.505,1.311
-39.77,112.794,1.307
-39.73,115.463,1.281
-39.70,116.115,1.277
-39.67,117.783,1.262
-39.63,120.319,1.278
-39.60,120.785,1.241
-39.57,123.055,1.243
-39.53,123.511,1.226
-39.50,125.778,1.221
-39.47,126.467,1.256
-39.43,127.732,1.262
-39.40,128.690,1.208
-39.37,129.857,1.209
-39.33,131.896,1.166
-39.30,132.067,1.219
-39.27,134.021,1.177
-39.23,135.574,1.197
-39.20,137.594,1.150
-39.17,137.676,1.163
-39.13,140.085,1.197
-39.10,140.613,1.166
-39.07,141.266,1.169
-39.03,142.665,1.166
-39.00,144.202,1.138
-38.97,145.393,1.120
-38.93,146.476,1.143
-38.90,147.150,1.121
-38.87,148.656,1.135
-38.83,147.966,1.123
-38.80,150.446,1.103
-38.77,151.089,1.132
-38.73,151.580,1.116
-38.70,152.344,1.097
-38.67,153.394,1.111
-38.63,154.020,1.106
-38.60,154.840,1.089
-38.57,156.771,1.098
-38.53,156.433,1.112
-38.50,157.276,1.055
-38.47,158.940,1.081
-38.43,158.751,1.079
-38.40,159.679,1.053
-38.37,159.959,1.036
-38.33,161.228,1.031
-38.30,160.835,1.057
-38.27,161.663,1.031
-38.23,162.206,1.034
-38.20,163.501,1.043
-38.17,162.521,1.045
-38.13,164.353,1.014
-38.10,164.133,1.018
-38.07,164.870,1.003
-38.03,166.127,0.982
-38.00,166.066,0.987
-37.97,165.519,1.006
-37.93,166.605,1.002
-37.90,166.473,0.988
-37.87,166.509,0.969
-37.83,167.363,0.982
-37.80,166.833,0.959
-37.77,166.792,0.967
-37.73,167.681,0.966
-37.70,168.116,0.962
-37.67,166.867,0.940
-37.63,167.547,0.963
-37.60,167.517,0.962
-37.57,167.658,0.919
-37.53,167.853,0.941
-37.50,168.637,0.941
-37.47,168.715,0.951
-37.43,167.415,0.919
-37.40,169.259,0.913
-37.37,168.315,0.944
-37.33,167.434,0.909
-37.30,167.730,0.898
-37.27,167.790,0.910
-37.23,167.656,0.906
-37.20,167.089,0.883
-37.17,167.014,0.862
-37.13,167.327,0.862
-37.10,166.780,0.867
-37.07,165.988,0.871
-37.03,165.130,0.834
-37.00,165.894,0.850
-36.97,164.717,0.842
-36.93,163.925,0.857
-36.90,165.191,0.858
-36.87,163.103,0.837
-36.83,163.499,0.826
-36.80,162.720,0.836
-36.77,162.887,0.822
-36.73,161.642,0.853
-36.70,161.183,0.854
-36.67,160.551,0.716
-36.63,159.932,0.725
-36.60,158.795,0.742
-36.57,158.600,0.749
-36.53,158.339,0.709
-36.50,157.202,0.718
-36.47,156.999,0.729
-36.43,155.731,0.728
-36.40,154.579,0.735
-36.37,154.478,0.719
-36.33,153.987,0.700
-36.30,152.477,0.678
-36.27,151.086,0.707
-36.23,151.279,0.689
-36.20,149.324,0.667
-36.17,149.111,0.667
-36.13,147.948,0.677
-36.10,147.420,0.686
-36.07,145.583,0.655
-36.03,144.946,0.690
-36.00,143.026,0.646
-35.97,143.128,0.685
-35.93,140.821,0.663
-35.90,140.389,0.641
-35.87,139.218,0.622
-35.83,138.248,0.631
-35.80,138.008,0.614
-35.77,135.694,0.630
-35.73,134.210,0.619
-35.70,133.531,0.651
-35.67,130.973,0.613
-35.63,129.669,0.595
-35.60,128.885,0.587
-35.57,129.155,0.588
-35.53,125.948,0.584
-35.50,125.315,0.562
-35.47,123.750,0.555
-35.43,121.027,0.587
-35.40,120.690,0.550
-35.37,119.784,0.538
-35.33,119.154,0.525
-35.30,116.123,0.548
-35.27,114.982,0.500
-35.23,113.036,0.524
-35.20,111.524,0.493
-35.17,109.588,0.487
-35.13,108.553,0.480
-35.10,105.792,0.494
-35.07,105.022,0.471
-35.03,103.819,0.466
-35.00,101.702,0.473
-34.97,100.690,0.466
-34.93,98.603,0.444
-34.90,95.485,0.454
-34.87,95.858,0.450
-34.83,92.685,0.435
-34.80,90.538,0.406
-34.77,89.665,0.392
-34.73,86.996,0.413
-34.70,85.120,0.383
-34.67,84.093,0.380
-34.63,81.438,0.402
-34.60,79.482,0.358
-34.57,78.064,0.325
-34.53,75.766,0.339
-34.50,74.269,0.350
-34.47,72.875,0.332
-34.43,69.758,0.330
-34.40,68.691,0.322
-34.37,66.102,0.319
-34.33,64.166,0.259
-34.30,62.219,0.253
-34.27,59.699,0.288
-34.23,57.047,0.234
-34.20,55.607,0.246
-34.17,53.534,0.222
-34.13,51.734,0.247
-34.10,50.579,0.188
-34.07,47.631,0.215
-34.03,45.425,0.197
-34.00,43.514,0.157
-33.97,41.148,0.157
-33.93,39.071,0.157
-33.90,37.450,0.158
-33.87,34.930,0.123
-33.83,32.818,0.117
-33.80,30.493,0.122
-33.77,28.160,0.133
-33.73,26.596,0.109
-33.70,24.314,0.101
-33.67,21.888,0.083
-33.63,20.102,0.085
-33.60,17.477,0.066
-33.57,14.863,0.028
-33.53,13.567,0.064
-33.50,11.750,0.030
-33.47,9.773,0.009
-33.43,6.982,-0.005
-33.40,4.427,-0.022
-33.37,1.853,-0.041
-33.33,0.015,-0.051
-33.30,-2.656,-0.053
-33.27,-3.814,-0.085
-33.23,-6.887,-0.104
-33.20,-7.979,-0.097
-33.17,-10.781,-0.114
-33.13,-13.392,-0.075
-33.10,-15.097,-0.135
-33.07,-17.423,-0.121
-33.03,-19.739,-0.131
-33.00,-22.241,-0.142
-32.97,-23.739,-0.159
-32.93,-26.483,-0.183
-32.90,-28.637,-0.236
-32.87,-29.551,-0.205
-32.83,-32.699,-0.223
-32.80,-34.908,-0.213
-32.77,-37.225,-0.207
-32.73,-39.786,-0.231
-32.70,-40.619,-0.221
-32.67,-43.739,-0.259
-32.63,-45.124,-0.260
-32.60,-47.730,-0.256
-32.57,-49.935,-0.277
-32.53,-51.526,-0.329
-32.50,-53.774,-0.326
-32.47,-55.567,-0.310
-32.43,-58.889,-0.298
-32.40,-60.419,-0.320
-32.37,-62.925,-0.356
-32.33,-64.874,-0.338
-32.30,-66.345,-0.344
-32.27,-68.382,-0.326
-32.23,-70.135,-0.392
-32.20,-72.852,-0.368
-32.17,-73.634,-0.378
-32.13,-76.135,-0.380
-32.10,-77.925,-0.386
-32.07,-79.839,-0.409
-32.03,-81.366,-0.430
-32.00,-83.191,-0.429
-31.97,-86.139,-0.437
-31.93,-87.320,-0.452
-31.90,-89.531,-0.448
-31.87,-90.628,-0.472
-31.83,-92.716,-0.467
-31.80,-95.059,-0.486
-31.77,-95.162,-0.478
-31.73,-97.244,-0.459
-31.70,-99.029,-0.473
-31.67,-101.140,-0.539
-31.63,-103.176,-0.507
-31.60,-104.983,-0.516
-31.57,-106.363,-0.520
-31.53,-108.372,-0.495
-31.50,-110.955,-0.557
-31.47,-111.194,-0.536
-31.43,-113.923,-0.541
-31.40,-113.491,-0.547
-31.37,-116.078,-0.548
-31.33,-117.682,-0.573
-31.30,-119.877,-0.581
-31.27,-120.943,-0.553
-31.23,-122.121,-0.581
-31.20,-123.806,-0.592
-31.17,-125.256,-0.617
-31.13,-126.075,-0.614
-31.10,-127.472,-0.639
-31.07,-128.934,-0.624
-31.03,-130.230,-0.652
-31.00,-132.050,-0.655
-30.97,-133.629,-0.644
-30.93,-133.826,-0.668
-30.90,-135.101,-0.669
-30.87,-136.330,-0.642
-30.83,-138.407,-0.684
-30.80,-138.865,-0.674
-30.77,-140.749,-0.683
-30.73,-140.864,-0.712
-30.70,-142.508,-0.675
-30.67,-142.790,-0.680
-30.63,-145.054,-0.706
-30.60,-145.486,-0.743
-30.57,-146.865,-0.731
-30.53,-147.837,-0.717
-30.50,-149.097,-0.729
-30.47,-149.367,-0.731
-30.43,-150.734,-0.767
-30.40,-151.941,-0.740
-30.37,-153.253,-0.719
-30.33,-154.265,-0.722
-30.30,-154.492,-0.765
-30.27,-155.134,-0.764
-30.23,-155.479,-0.748
-30.20,-155.984,-0.744
-30.17,-157.737,-0.764
-30.13,-158.226,-0.776
-30.10,-158.087,-0.761
-30.07,-158.958,-0.745
-30.03,-159.914,-0.811
-30.00,-161.577,-0.786
-29.97,-160.351,-0.745
-29.93,-161.758,-0.791
-29.90,-161.807,-0.780
-29.87,-161.787,-0.784
-29.83,-163.145,-0.745
-29.80,-163.703,-0.752
-29.77,-165.007,-0.791
-29.73,-164.121,-0.779
-29.70,-165.156,-0.770
-29.67,-166.040,-0.773
-29.63,-166.170,-0.782
-29.60,-165.825,-0.763
-29.57,-165.930,-0.791
-29.53,-166.733,-0.744
-29.50,-166.761,-0.791
-29.47,-166.668,-0.757
-29.43,-167.885,-0.752
-29.40,-167.414,-0.759
-29.37,-166.905,-0.785
-29.33,-167.884,-0.808
-29.30,-167.844,-0.751
-29.27,-167.800,-0.757
-29.23,-168.113,-0.773
-29.20,-168.871,-0.801
-29.17,-168.603,-0.779
-29.13,-168.826,-0.750
-29.10,-168.219,-0.740
-29.07,-167.936,-0.763
-29.03,-168.260,-0.783
-29.00,-169.433,-0.750
-28.97,-168.099,-0.773
-28.93,-166.846,-0.726
-28.90,-167.210,-0.765
-28.87,-167.351,-0.745
-28.83,-167.767,-0.774
-28.80,-167.387,-0.733
-28.77,-166.100,-0.744
-28.73,-165.649,-0.726
-28.70,-166.173,-0.713
-28.67,-165.557,-0.780
-28.63,-164.867,-0.772
-28.60,-165.044,-0.730
-28.57,-164.530,-0.767
-28.53,-164.245,-0.746
-28.50,-163.153,-0.766
-28.47,-162.396,-0.719
-28.43,-162.555,-0.721
-28.40,-162.526,-0.752
-28.37,-160.882,-0.771
-28.33,-160.971,-0.739
-28.30,-159.818,-0.768
-28.27,-159.381,-0.737
-28.23,-159.109,-0.727
-28.20,-158.597,-0.729
-28.17,-157.857,-0.698
-28.13,-156.061,-0.723
-28.10,-155.130,-0.722
-28.07,-155.086,-0.697
-28.03,-154.657,-0.706
-28.00,-152.592,-0.714
-27.97,-153.547,-0.704
-27.93,-151.695,-0.661
-27.90,-150.989,-0.677
-27.87,-150.212,-0.692
-27.83,-148.095,-0.702
-27.80,-148.869,-0.671
-27.77,-146.647,-0.677
-27.73,-146.024,-0.661
-27.70,-144.775,-0.659
-27.67,-144.577,-0.669
-27.63,-142.552,-0.669
-27.60,-141.380,-0.643
-27.57,-140.644,-0.632
-27.53,-139.311,-0.614
-27.50,-137.185,-0.618
-27.47,-136.812,-0.648
-27.43,-134.973,-0.618
-27.40,-133.447,-0.596
-27.37,-132.943,-0.588
-27.33,-131.894,-0.623
-27.30,-129.559,-0.591
-27.27,-129.290,-0.587
-27.23,-128.102,-0.575
-27.20,-125.972,-0.597
-27.17,-124.392,-0.553
-27.13,-123.816,-0.555
-27.10,-121.345,-0.579
-27.07,-120.713,-0.547
-27.03,-119.678,-0.511
-27.00,-116.771,-0.528
-26.97,-115.708,-0.501
-26.93,-114.628,-0.545
-26.90,-113.550,-0.537
-26.87,-111.960,-0.510
-26.83,-108.811,-0.521
-26.80,-108.700,-0.486
-26.77,-107.446,-0.513
-26.73,-104.518,-0.500
-26.70,-103.787,-0.457
-26.67,-101.034,-0.458
-26.63,-100.231,-0.463
-26.60,-97.927,-0.452
-26.57,-96.077,-0.427
-26.53,-94.925,-0.411
-26.50,-91.433,-0.413
