Trigger_Date,2024/01/34
Trigger_Time,T 10:49:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,0.901,2.119
-41.63,1.437,2.101
-41.60,4.569,2.064
-41.57,5.299,1.999
-41.53,9.199,1.982
-41.50,11.155,1.967
-41.47,13.564,1.962
-41.43,16.088,1.927
-41.40,18.304,1.873
-41.37,20.008,1.858
-41.33,21.643,1.847
-41.30,23.291,1.781
-41.27,26.070,1.809
-41.23,29.273,1.736
-41.20,31.478,1.775
-41.17,31.522,1.742
-41.13,34.906,1.740
-41.10,37.240,1.673
-41.07,39.865,1.717
-41.03,41.312,1.676
-41.00,42.729,1.619
-40.97,44.776,1.623
-40.93,47.343,1.629
-40.90,49.897,1.568
-40.87,51.414,1.546
-40.83,54.269,1.541
-40.80,55.938,1.510
-40.77,58.285,1.518
-40.73,59.947,1.501
-40.70,62.373,1.499
-40.67,64.372,1.470
-40.63,66.777,1.466
-40.60,68.632,1.418
-40.57,70.025,1.429
-40.53,71.606,1.412
-40.50,74.878,1.437
-40.47,75.284,1.391
-40.43,77.973,1.365
-40.40,80.018,1.363
-40.37,82.030,1.329
-40.33,82.877,1.328
-40.30,85.353,1.313
-40.27,87.598,1.362
-40.23,88.464,1.338
-40.20,91.105,1.301
-40.17,92.271,1.280
-40.13,94.983,1.293
-40.10,96.036,1.290
-40.07,98.411,1.272
-40.03,99.551,1.309
-40.00,100.946,1.250
-39.97,103.039,1.244
-39.93,105.751,1.241
-39.90,106.951,1.252
-39.87,108.371,1.245
-39.83,109.484,1.230
-39.80,111.702,1.256
-39.77,112.945,1.213
-39.73,115.207,1.249
-39.70,115.664,1.260
-39.67,117.464,1.205
-39.63,118.970,1.233
-39.60,119.395,1.206
-39.57,122.456,1.184
-39.53,123.642,1.208
-39.50,124.580,1.234
-39.47,126.292,1.215
-39.43,128.455,1.218
-39.40,129.287,1.227
-39.37,130.009,1.199
-39.33,131.585,1.212
-39.30,132.742,1.222
-39.27,135.357,1.194
-39.23,135.209,1.185
-39.20,137.213,1.198
-39.17,138.878,1.200
-39.13,138.852,1.198
-39.10,139.833,1.199
-39.07,141.102,1.211
-39.03,142.824,1.183
-39.00,143.564,1.199
-38.97,145.060,1.199
-38.93,145.683,1.174
-38.90,147.341,1.182
-38.87,147.880,1.179
-38.83,149.472,1.198
-38.80,149.626,1.171
-38.77,151.172,1.200
-38.73,151.498,1.182
-38.70,152.416,1.182
-38.67,153.767,1.185
-38.63,155.438,1.173
-38.60,154.604,1.220
-38.57,156.563,1.204
-38.53,156.133,1.181
-38.50,157.609,1.176
-38.47,156.933,1.175
-38.43,159.074,1.152
-38.40,159.817,1.176
-38.37,160.240,1.160
-38.33,161.270,1.147
-38.30,160.495,1.159
-38.27,161.810,1.149
-38.23,163.633,1.167
-38.20,162.599,1.140
-38.17,164.199,1.123
-38.13,163.758,1.174
-38.10,165.201,1.160
-38.07,165.062,1.148
-38.03,165.430,1.110
-38.00,165.066,1.142
-37.97,166.550,1.123
-37.93,166.828,1.105
-37.90,166.955,1.116
-37.87,166.761,1.094
-37.83,168.561,1.095
-37.80,166.682,1.063
-37.77,168.176,1.057
-37.73,167.457,1.079
-37.70,167.812,1.059
-37.67,168.528,1.064
-37.63,168.352,1.018
-37.60,168.203,1.077
-37.57,167.679,1.070
-37.53,167.841,1.029
-37.50,168.620,1.050
-37.47,169.267,1.053
-37.43,168.779,1.036
-37.40,167.909,1.012
-37.37,168.589,1.048
-37.33,167.066,1.018
-37.30,167.832,1.019
-37.27,167.358,1.006
-37.23,167.621,1.011
-37.20,168.030,0.993
-37.17,167.514,0.995
-37.13,166.795,1.013
-37.10,167.007,1.004
-37.07,166.263,1.001
-37.03,166.895,0.962
-37.00,165.896,0.984
-36.97,164.692,0.997
-36.93,164.791,0.968
-36.90,164.485,0.965
-36.87,164.654,0.965
-36.83,163.329,0.963
-36.80,162.987,1.006
-36.77,162.201,0.961
-36.73,161.475,0.945
-36.70,161.261,0.924
-36.67,161.248,0.893
-36.63,159.928,0.894
-36.60,159.814,0.885
-36.57,158.538,0.864
-36.53,157.974,0.883
-36.50,156.959,0.865
-36.47,157.367,0.910
-36.43,156.197,0.901
-36.40,154.079,0.890
-36.37,154.639,0.873
-36.33,152.842,0.902
-36.30,152.327,0.871
-36.27,152.010,0.854
-36.23,151.496,0.907
