Trigger_Date,2024/01/28
Trigger_Time,T 10:43:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,0.245,2.825
-41.63,3.097,2.811
-41.60,4.326,2.714
-41.57,6.765,2.706
-41.53,8.615,2.639
-41.50,10.944,2.605
-41.47,13.141,2.586
-41.43,15.332,2.548
-41.40,17.523,2.482
-41.37,19.548,2.413
-41.33,20.739,2.396
-41.30,23.903,2.366
-41.27,26.098,2.346
-41.23,28.668,2.275
-41.20,30.450,2.236
-41.17,32.768,2.233
-41.13,35.767,2.196
-41.10,37.061,2.168
-41.07,39.204,2.131
-41.03,41.418,2.082
-41.00,43.200,2.078
-40.97,44.956,2.064
-40.93,46.826,2.014
-40.90,50.626,1.982
-40.87,51.631,1.953
-40.83,54.132,1.917
-40.80,55.755,1.899
-40.77,57.440,1.894
-40.73,59.878,1.848
-40.70,62.743,1.828
-40.67,64.120,1.774
-40.63,65.963,1.784
-40.60,68.079,1.748
-40.57,70.254,1.726
-40.53,72.804,1.730
-40.50,74.026,1.696
-40.47,75.867,1.678
-40.43,78.211,1.627
-40.40,79.684,1.622
-40.37,81.999,1.598
-40.33,82.857,1.591
-40.30,85.458,1.548
-40.27,87.074,1.559
-40.23,88.842,1.526
-40.20,91.823,1.512
-40.17,92.470,1.495
-40.13,95.472,1.457
-40.10,96.591,1.450
-40.07,98.013,1.441
-40.03,99.697,1.433
-40.00,101.297,1.406
-39.97,102.599,1.413
-39.93,104.246,1.397
-39.90,106.953,1.386
-39.87,108.380,1.354
-39.83,109.852,1.352
-39.80,110.808,1.346
-39.77,112.961,1.353
-39.73,114.487,1.347
-39.70,115.368,1.328
-39.67,117.117,1.284
-39.63,118.699,1.254
-39.60,120.888,1.260
-39.57,122.261,1.260
-39.53,123.806,1.251
-39.50,125.373,1.247
-39.47,126.643,1.217
-39.43,127.364,1.217
-39.40,129.408,1.214
-39.37,130.291,1.174
-39.33,131.889,1.192
-39.30,134.117,1.189
-39.27,133.415,1.192
-39.23,134.805,1.170
-39.20,136.935,1.152
-39.17,139.347,1.169
-39.13,139.211,1.135
-39.10,141.008,1.145
-39.07,141.734,1.163
-39.03,143.317,1.150
-39.00,143.934,1.127
-38.97,144.574,1.114
-38.93,145.520,1.135
-38.90,147.161,1.074
-38.87,147.014,1.093
-38.83,148.765,1.107
-38.80,150.274,1.098
-38.77,150.464,1.097
-38.73,151.097,1.094
-38.70,152.381,1.094
-38.67,154.078,1.050
-38.63,154.798,1.078
-38.60,155.070,1.071
-38.57,156.483,1.067
-38.53,156.520,1.039
-38.50,157.460,1.045
-38.47,157.911,1.041
-38.43,158.668,1.021
-38.40,158.298,1.028
-38.37,160.049,1.012
-38.33,161.763,1.002
-38.30,161.525,0.991
-38.27,161.276,1.013
-38.23,162.799,1.030
-38.20,163.333,0.973
-38.17,163.939,0.986
-38.13,163.587,0.992
-38.10,164.678,0.964
-38.07,165.720,0.997
-38.03,164.949,0.946
-38.00,165.318,0.948
-37.97,165.916,0.954
-37.93,166.645,0.926
-37.90,166.669,0.911
-37.87,167.413,0.895
-37.83,167.438,0.917
-37.80,167.322,0.895
-37.77,167.200,0.909
-37.73,167.483,0.898
-37.70,167.569,0.886
-37.67,168.196,0.880
-37.63,167.442,0.867
-37.60,168.929,0.878
-37.57,167.994,0.849
-37.53,169.445,0.864
-37.50,168.297,0.878
-37.47,169.185,0.847
-37.43,168.373,0.848
-37.40,168.216,0.843
-37.37,168.592,0.814
-37.33,167.991,0.823
-37.30,167.957,0.844
-37.27,167.683,0.820
-37.23,167.310,0.791
-37.20,166.914,0.837
-37.17,166.606,0.810
-37.13,166.728,0.806
-37.10,167.339,0.819
-37.07,166.539,0.822
-37.03,166.607,0.829
-37.00,165.401,0.809
-36.97,164.320,0.802
-36.93,164.154,0.817
-36.90,164.487,0.815
-36.87,164.460,0.811
-36.83,162.814,0.795
-36.80,163.766,0.790
-36.77,162.069,0.770
-36.73,160.596,0.793
-36.70,161.297,0.770
-36.67,160.689,0.692
-36.63,160.075,0.681
-36.60,159.814,0.646
-36.57,158.812,0.653
-36.53,158.035,0.668
-36.50,157.926,0.647
-36.47,155.179,0.665
-36.43,155.265,0.644
-36.40,154.376,0.638
-36.37,154.589,0.648
-36.33,153.767,0.656
-36.30,152.038,0.639
-36.27,151.340,0.617
-36.23,150.609,0.640
-36.20,149.369,0.637
-36.17,148.716,0.623
-36.13,146.932,0.660
-36.10,146.415,0.606
-36.07,146.524,0.622
-36.03,145.252,0.601
-36.00,143.738,0.587
-35.97,142.239,0.605
-35.93,140.740,0.589
-35.90,139.984,0.594
-35.87,140.200,0.580
-35.83,137.215,0.567
-35.80,137.159,0.566
-35.77,136.242,0.559
-35.73,135.083,0.575
-35.70,133.630,0.608
-35.67,131.992,0.551
-35.63,130.799,0.558
-35.60,129.395,0.555
-35.57,126.747,0.561
-35.53,127.150,0.561
-35.50,124.653,0.538
-35.47,123.567,0.536
-35.43,122.364,0.533
-35.40,120.824,0.526
-35.37,119.084,0.497
-35.33,117.400,0.501
-35.30,116.173,0.504
-35.27,114.368,0.519
-35.23,113.463,0.486
-35.20,111.817,0.485
-35.17,109.668,0.458
-35.13,108.108,0.480
-35.10,107.549,0.439
-35.07,105.649,0.434
-35.03,103.505,0.457
-35.00,101.328,0.445
