Trigger_Date,2024/01/25
Trigger_Time,T 10:40:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,0.445,3.403
-41.63,2.316,3.297
-41.60,4.358,3.257
-41.57,7.034,3.198
-41.53,8.690,3.172
-41.50,10.355,3.096
-41.47,12.616,3.023
-41.43,15.701,2.964
-41.40,17.929,2.915
-41.37,19.597,2.885
-41.33,22.557,2.867
-41.30,23.551,2.781
-41.27,27.501,2.744
-41.23,28.278,2.686
-41.20,30.288,2.617
-41.17,32.055,2.599
-41.13,35.122,2.585
-41.10,36.533,2.508
-41.07,38.675,2.501
-41.03,42.158,2.449
-41.00,44.290,2.380
-40.97,45.118,2.367
-40.93,48.086,2.345
-40.90,49.468,2.312
-40.87,51.830,2.263
-40.83,54.627,2.234
-40.80,55.994,2.226
-40.77,57.901,2.208
-40.73,59.909,2.137
-40.70,61.413,2.128
-40.67,64.206,2.098
-40.63,65.893,2.051
-40.60,68.556,2.054
-40.57,69.850,1.989
-40.53,71.906,1.979
-40.50,73.594,1.939
-40.47,76.112,1.937
-40.43,77.871,1.886
-40.40,80.204,1.873
-40.37,81.438,1.850
-40.33,83.845,1.831
-40.30,84.557,1.797
-40.27,87.183,1.790
-40.23,90.478,1.788
-40.20,91.299,1.767
-40.17,93.410,1.741
-40.13,94.539,1.674
-40.10,95.738,1.709
-40.07,98.455,1.664
-40.03,99.537,1.647
-40.00,102.872,1.654
-39.97,104.047,1.615
-39.93,104.803,1.592
-39.90,106.471,1.577
-39.87,108.987,1.538
-39.83,109.508,1.563
-39.80,111.832,1.531
-39.77,113.130,1.532
-39.73,114.659,1.517
-39.70,116.193,1.493
-39.67,118.177,1.478
-39.63,119.280,1.482
-39.60,120.947,1.467
-39.57,121.739,1.450
-39.53,124.237,1.436
-39.50,125.652,1.408
-39.47,126.198,1.439
-39.43,127.691,1.420
-39.40,129.143,1.405
-39.37,130.740,1.345
-39.33,132.995,1.330
-39.30,133.803,1.362
-39.27,134.461,1.347
-39.23,135.054,1.362
-39.20,136.428,1.359
-39.17,138.523,1.291
-39.13,139.669,1.313
-39.10,140.537,1.256
-39.07,142.123,1.304
-39.03,142.727,1.297
-39.00,144.135,1.287
-38.97,144.603,1.296
-38.93,145.479,1.281
-38.90,146.188,1.271
-38.87,148.340,1.227
-38.83,149.469,1.249
-38.80,149.466,1.274
-38.77,150.547,1.231
-38.73,150.657,1.209
-38.70,152.750,1.207
-38.67,152.573,1.209
-38.63,154.055,1.202
-38.60,155.435,1.188
-38.57,156.109,1.198
-38.53,156.139,1.210
-38.50,156.677,1.209
-38.47,158.428,1.184
-38.43,158.537,1.180
-38.40,159.963,1.169
-38.37,159.365,1.173
-38.33,160.425,1.148
-38.30,161.339,1.148
-38.27,161.705,1.128
-38.23,162.161,1.119
-38.20,163.577,1.118
-38.17,162.944,1.133
-38.13,163.743,1.097
-38.10,165.203,1.108
-38.07,165.394,1.081
-38.03,166.114,1.127
-38.00,165.103,1.101
-37.97,165.806,1.100
-37.93,166.254,1.063
-37.90,166.703,1.082
-37.87,166.971,1.087
-37.83,167.123,1.078
-37.80,167.348,1.092
-37.77,167.180,1.081
-37.73,167.873,1.028
-37.70,168.447,1.047
-37.67,168.150,1.066
-37.63,168.780,1.058
-37.60,168.771,1.037
-37.57,168.326,1.051
-37.53,168.364,1.026
-37.50,168.453,1.035
-37.47,168.282,0.996
-37.43,168.075,1.029
-37.40,168.781,1.056
-37.37,168.152,1.023
-37.33,168.231,1.009
-37.30,167.859,1.025
-37.27,167.592,0.992
-37.23,167.712,1.035
-37.20,167.410,0.985
-37.17,167.256,0.988
-37.13,166.151,0.973
-37.10,167.427,0.986
-37.07,165.263,1.004
-37.03,165.643,0.983
-37.00,165.505,0.971
-36.97,165.644,0.995
-36.93,164.959,0.977
-36.90,163.987,0.957
-36.87,162.979,0.974
-36.83,163.530,0.995
-36.80,162.190,0.952
-36.77,162.026,0.949
-36.73,161.313,0.949
-36.70,161.269,0.942
-36.67,160.441,0.838
-36.63,160.509,0.828
-36.60,159.284,0.820
-36.57,158.058,0.857
-36.53,157.733,0.819
-36.50,157.264,0.796
-36.47,156.978,0.838
-36.43,155.175,0.827
-36.40,154.889,0.802
-36.37,154.472,0.814
-36.33,152.828,0.802
-36.30,152.568,0.796
-36.27,151.773,0.824
-36.23,151.397,0.799
-36.20,149.566,0.808
-36.17,149.241,0.765
-36.13,147.460,0.794
-36.10,146.447,0.786
-36.07,145.068,0.790
-36.03,145.149,0.761
-36.00,143.523,0.805
-35.97,141.823,0.781
-35.93,141.034,0.756
-35.90,139.863,0.766
-35.87,138.446,0.757
-35.83,138.434,0.751
-35.80,137.623,0.749
-35.77,136.104,0.729
-35.73,134.047,0.745
-35.70,134.101,0.707
-35.67,131.188,0.712
-35.63,130.064,0.703
-35.60,129.528,0.682
-35.57,127.662,0.726
-35.53,126.328,0.698
-35.50,126.053,0.666
-35.47,123.336,0.686
-35.43,122.368,0.684
-35.40,120.351,0.681
-35.37,118.987,0.672
-35.33,116.627,0.674
-35.30,115.997,0.635
-35.27,114.786,0.641
-35.23,112.281,0.675
-35.20,111.825,0.618
-35.17,109.714,0.644
-35.13,107.832,0.640
-35.10,106.710,0.623
-35.07,104.952,0.603
-35.03,103.193,0.602
-35.00,100.829,0.600
-34.97,99.958,0.580
-34.93,97.307,0.524
-34.90,96.413,0.580
-34.87,95.359,0.540
-34.83,92.945,0.553
-34.80,91.325,0.566
-34.77,89.637,0.527
-34.73,87.489,0.536
-34.70,86.044,0.550
-34.67,83.400,0.543
-34.63,81.959,0.515
-34.60,80.198,0.494
-34.57,77.895,0.492
-34.53,75.987,0.461
-34.50,72.800,0.497
-34.47,71.913,0.479
-34.43,69.836,0.464
-34.40,67.687,0.430
-34.37,65.751,0.429
-34.33,64.119,0.417
-34.30,62.565,0.396
-34.27,59.622,0.403
-34.23,58.967,0.400
-34.20,55.892,0.376
-34.17,53.266,0.399
-34.13,51.664,0.379
-34.10,49.643,0.368
-34.07,47.168,0.365
-34.03,46.161,0.350
-34.00,42.953,0.303
-33.97,40.479,0.323
-33.93,38.970,0.306
-33.90,37.811,0.316
-33.87,34.705,0.264
-33.83,32.937,0.279
-33.80,29.779,0.255
