Trigger_Date,2024/01/20
Trigger_Time,T 10:35:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,-0.270,2.520
-41.63,2.210,2.494
-41.60,4.989,2.455
-41.57,6.959,2.410
-41.53,9.010,2.369
-41.50,10.500,2.333
-41.47,12.893,2.279
-41.43,15.368,2.254
-41.40,17.019,2.240
-41.37,19.580,2.220
-41.33,21.670,2.181
-41.30,24.348,2.170
-41.27,26.256,2.117
-41.23,27.473,2.099
-41.20,30.556,2.059
-41.17,33.296,2.013
-41.13,34.640,1.954
-41.10,36.464,2.000
-41.07,39.343,1.928
-41.03,40.141,1.923
-41.00,43.835,1.873
-40.97,46.062,1.867
-40.93,48.125,1.863
-40.90,49.411,1.860
-40.87,51.867,1.804
-40.83,53.672,1.793
-40.80,55.228,1.768
-40.77,57.574,1.771
-40.73,59.550,1.720
-40.70,61.996,1.700
-40.67,64.030,1.696
-40.63,66.119,1.623
-40.60,68.516,1.660
-40.57,70.599,1.626
-40.53,73.024,1.624
-40.50,74.111,1.567
-40.47,76.895,1.566
-40.43,77.872,1.601
-40.40,79.853,1.561
-40.37,82.082,1.516
-40.33,82.827,1.522
-40.30,85.149,1.510
-40.27,86.906,1.470
-40.23,88.673,1.468
-40.20,91.300,1.479
-40.17,92.050,1.446
-40.13,94.777,1.445
-40.10,95.907,1.428
-40.07,97.232,1.425
-40.03,99.209,1.402
-40.00,102.073,1.395
-39.97,103.294,1.367
-39.93,105.292,1.390
-39.90,107.490,1.403
-39.87,108.642,1.383
-39.83,109.563,1.353
-39.80,111.871,1.331
-39.77,114.200,1.348
-39.73,114.572,1.326
-39.70,116.514,1.307
-39.67,118.079,1.311
-39.63,118.857,1.317
-39.60,120.201,1.294
-39.57,122.075,1.323
-39.53,124.001,1.283
-39.50,125.349,1.306
-39.47,127.161,1.291
-39.43,127.596,1.290
-39.40,128.629,1.272
-39.37,130.736,1.256
-39.33,132.229,1.286
-39.30,132.617,1.265
-39.27,134.791,1.244
-39.23,135.739,1.201
-39.20,136.850,1.224
-39.17,137.185,1.215
-39.13,138.819,1.227
-39.10,140.551,1.261
-39.07,142.196,1.255
-39.03,143.208,1.233
