Trigger_Date,2024/01/32
Trigger_Time,T 10:47:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,-0.172,2.950
-41.63,2.440,2.904
-41.60,4.809,2.848
-41.57,7.290,2.784
-41.53,8.512,2.774
-41.50,10.509,2.714
-41.47,13.850,2.671
-41.43,16.304,2.597
-41.40,17.496,2.589
-41.37,19.062,2.557
-41.33,21.944,2.480
-41.30,24.667,2.436
-41.27,26.889,2.417
-41.23,28.263,2.354
-41.20,31.932,2.354
-41.17,32.778,2.292
-41.13,35.243,2.276
-41.10,37.523,2.194
-41.07,38.949,2.206
-41.03,41.560,2.171
-41.00,42.943,2.136
-40.97,45.716,2.099
-40.93,48.308,2.086
-40.90,49.752,2.037
-40.87,50.722,2.021
-40.83,53.033,1.991
-40.80,57.027,1.946
-40.77,57.804,1.937
-40.73,60.423,1.908
-40.70,61.181,1.838
-40.67,64.455,1.800
-40.63,66.429,1.811
-40.60,67.869,1.789
-40.57,69.752,1.756
-40.53,72.485,1.738
-40.50,74.261,1.724
-40.47,76.236,1.701
-40.43,77.888,1.668
-40.40,81.131,1.667
-40.37,82.015,1.645
-40.33,83.189,1.604
-40.30,84.716,1.585
-40.27,87.186,1.563
-40.23,89.696,1.557
-40.20,91.317,1.537
-40.17,92.906,1.538
-40.13,94.258,1.453
-40.10,96.351,1.467
-40.07,97.279,1.468
-40.03,98.887,1.419
-40.00,101.107,1.420
-39.97,102.866,1.393
-39.93,105.005,1.360
-39.90,105.805,1.367
-39.87,107.891,1.346
-39.83,109.137,1.345
-39.80,110.666,1.322
-39.77,113.604,1.323
-39.73,113.663,1.292
-39.70,116.023,1.282
-39.67,118.113,1.281
-39.63,119.970,1.256
-39.60,121.209,1.256
-39.57,121.580,1.258
-39.53,123.403,1.230
-39.50,125.195,1.242
-39.47,127.319,1.238
-39.43,128.018,1.198
-39.40,128.056,1.200
-39.37,131.310,1.169
-39.33,131.350,1.193
-39.30,133.941,1.144
-39.27,134.689,1.169
-39.23,135.642,1.165
-39.20,136.931,1.160
-39.17,138.870,1.140
-39.13,139.522,1.124
-39.10,140.224,1.149
-39.07,141.575,1.105
-39.03,141.896,1.158
-39.00,143.925,1.128
-38.97,145.936,1.147
-38.93,145.070,1.124
-38.90,147.575,1.144
-38.87,148.053,1.096
-38.83,148.226,1.079
-38.80,150.049,1.081
-38.77,151.158,1.085
-38.73,151.261,1.096
-38.70,153.221,1.071
-38.67,153.374,1.068
-38.63,153.883,1.068
-38.60,155.254,1.063
-38.57,155.698,1.073
-38.53,156.744,1.063
-38.50,158.355,1.056
-38.47,157.184,1.048
-38.43,158.716,1.049
-38.40,159.273,1.059
-38.37,159.837,1.030
-38.33,161.272,1.026
-38.30,161.059,1.040
-38.27,161.898,1.033
-38.23,162.418,1.006
