Trigger_Date,2024/01/15
Trigger_Time,T 10:30:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,0.190,3.031
-41.63,1.495,3.017
-41.60,4.228,2.920
-41.57,7.405,2.873
-41.53,8.687,2.834
-41.50,11.658,2.800
-41.47,11.793,2.727
-41.43,15.125,2.683
-41.40,17.366,2.614
-41.37,19.775,2.629
-41.33,22.711,2.559
-41.30,23.810,2.484
-41.27,25.352,2.447
-41.23,29.139,2.441
-41.20,30.414,2.371
-41.17,33.087,2.332
-41.13,35.421,2.326
-41.10,36.190,2.290
-41.07,39.037,2.204
-41.03,41.346,2.226
-41.00,43.506,2.152
-40.97,45.483,2.133
-40.93,48.039,2.102
-40.90,49.230,2.103
-40.87,51.704,2.078
-40.83,54.589,2.029
-40.80,56.158,2.022
-40.77,58.621,1.966
-40.73,60.245,1.945
-40.70,62.848,1.956
-40.67,63.697,1.897
-40.63,66.358,1.855
-40.60,68.349,1.861
-40.57,70.158,1.824
-40.53,72.171,1.815
-40.50,73.166,1.768
-40.47,76.203,1.769
-40.43,78.867,1.763
-40.40,79.337,1.760
-40.37,81.529,1.764
-40.33,83.775,1.696
-40.30,85.263,1.684
-40.27,87.851,1.679
-40.23,88.643,1.639
-40.20,91.356,1.638
-40.17,93.118,1.629
-40.13,94.712,1.602
-40.10,96.272,1.574
-40.07,97.228,1.588
-40.03,99.174,1.567
-40.00,101.220,1.545
-39.97,102.164,1.494
-39.93,104.513,1.509
-39.90,107.011,1.520
-39.87,108.605,1.479
-39.83,110.402,1.514
-39.80,111.103,1.451
-39.77,113.434,1.472
-39.73,114.144,1.470
-39.70,116.565,1.441
-39.67,117.561,1.428
-39.63,119.386,1.450
-39.60,121.594,1.432
-39.57,122.105,1.389
-39.53,123.768,1.396
-39.50,125.860,1.359
-39.47,125.824,1.360
-39.43,128.364,1.362
-39.40,128.532,1.374
-39.37,130.518,1.331
-39.33,132.314,1.326
-39.30,131.759,1.304
-39.27,133.904,1.345
-39.23,135.622,1.326
-39.20,136.033,1.294
-39.17,138.406,1.295
-39.13,138.879,1.309
-39.10,140.226,1.297
-39.07,142.229,1.314
-39.03,142.636,1.291
-39.00,144.009,1.273
-38.97,144.759,1.241
-38.93,146.092,1.267
-38.90,147.675,1.229
-38.87,147.920,1.290
-38.83,148.458,1.233
-38.80,150.560,1.230
-38.77,151.965,1.210
-38.73,150.920,1.212
-38.70,152.363,1.238
-38.67,153.833,1.192
-38.63,154.047,1.189
-38.60,155.149,1.213
-38.57,156.011,1.211
-38.53,157.248,1.198
-38.50,157.385,1.207
-38.47,158.399,1.160
-38.43,159.077,1.165
-38.40,158.527,1.170
-38.37,160.107,1.172
-38.33,160.863,1.131
-38.30,162.770,1.141
-38.27,162.087,1.154
-38.23,162.142,1.127
-38.20,163.541,1.148
-38.17,164.235,1.116
-38.13,163.103,1.165
-38.10,165.515,1.117
-38.07,164.117,1.171
-38.03,164.959,1.130
-38.00,165.280,1.145
-37.97,166.019,1.095
-37.93,166.498,1.087
-37.90,167.685,1.102
-37.87,167.092,1.104
-37.83,167.196,1.123
-37.80,166.889,1.079
-37.77,167.505,1.103
-37.73,167.338,1.095
-37.70,168.364,1.092
-37.67,168.372,1.091
-37.63,167.758,1.070
-37.60,167.892,1.042
-37.57,168.196,1.062
-37.53,168.692,1.108
-37.50,168.743,1.098
-37.47,168.632,1.084
-37.43,167.416,1.102
-37.40,168.355,1.028
-37.37,168.254,1.067
-37.33,168.458,1.072
-37.30,168.237,1.052
-37.27,167.503,1.058
-37.23,167.081,1.077
-37.20,166.661,1.057
-37.17,167.044,1.058
-37.13,167.036,1.063
-37.10,166.408,1.075
-37.07,166.202,1.041
-37.03,165.116,1.032
-37.00,165.219,1.045
-36.97,164.283,1.061
-36.93,165.242,1.017
-36.90,164.550,1.046
-36.87,163.250,1.038
-36.83,163.883,1.027
-36.80,162.315,1.007
-36.77,161.980,1.042
-36.73,161.845,0.997
-36.70,161.359,1.003
-36.67,159.582,0.890
-36.63,160.153,0.914
-36.60,159.881,0.880
-36.57,157.928,0.899
-36.53,157.917,0.890
-36.50,156.578,0.902
-36.47,155.858,0.881
-36.43,156.400,0.861
-36.40,154.288,0.831
-36.37,153.825,0.818
-36.33,154.077,0.871
-36.30,152.279,0.865
-36.27,151.172,0.879
-36.23,150.539,0.826
-36.20,149.688,0.833
-36.17,148.641,0.842
-36.13,147.870,0.853
-36.10,146.761,0.845
-36.07,145.774,0.811
-36.03,145.522,0.814
-36.00,143.475,0.809
-35.97,143.082,0.823
-35.93,141.868,0.816
-35.90,141.001,0.780
-35.87,138.924,0.805
-35.83,138.916,0.776
-35.80,137.301,0.808
-35.77,135.760,0.759
-35.73,134.607,0.726
-35.70,132.940,0.752
-35.67,131.903,0.760
-35.63,131.272,0.767
-35.60,129.177,0.690
-35.57,127.881,0.702
-35.53,126.649,0.755
-35.50,124.909,0.690
-35.47,124.292,0.711
-35.43,121.915,0.692
-35.40,119.989,0.692
-35.37,119.158,0.681
-35.33,117.653,0.659
-35.30,116.636,0.616
-35.27,115.020,0.624
-35.23,112.665,0.640
-35.20,111.883,0.608
-35.17,109.961,0.643
-35.13,107.860,0.592
-35.10,106.498,0.619
-35.07,104.678,0.593
-35.03,102.716,0.595
-35.00,101.520,0.555
-34.97,99.588,0.540
-34.93,98.484,0.575
-34.90,96.484,0.534
-34.87,94.044,0.558
-34.83,92.630,0.535
-34.80,91.183,0.500
-34.77,89.924,0.504
-34.73,87.553,0.527
-34.70,86.009,0.479
-34.67,83.254,0.474
-34.63,81.628,0.466
-34.60,80.690,0.458
-34.57,77.174,0.482
-34.53,76.092,0.437
-34.50,73.226,0.441
-34.47,72.201,0.453
-34.43,69.972,0.405
-34.40,68.647,0.429
-34.37,65.580,0.404
-34.33,63.498,0.410
-34.30,63.285,0.381
-34.27,60.348,0.388
-34.23,58.050,0.411
-34.20,56.467,0.355
-34.17,53.423,0.327
-34.13,51.296,0.350
-34.10,50.025,0.324
-34.07,47.319,0.320
-34.03,45.484,0.322
-34.00,42.764,0.297
-33.97,41.078,0.286
-33.93,39.186,0.306
-33.90,37.067,0.275
-33.87,35.246,0.250
-33.83,32.273,0.251
-33.80,31.230,0.241
-33.77,28.439,0.257
-33.73,26.415,0.222
-33.70,24.389,0.196
-33.67,21.701,0.177
-33.63,20.085,0.231
-33.60,17.606,0.148
-33.57,15.773,0.142
-33.53,13.486,0.149
-33.50,10.017,0.109
-33.47,8.760,0.107
-33.43,6.272,0.110
-33.40,3.764,0.100
-33.37,1.995,0.088
-33.33,-0.277,0.069
-33.30,-1.840,0.067
-33.27,-4.540,0.055
-33.23,-7.261,0.040
-33.20,-8.743,0.036
-33.17,-11.249,-0.010
-33.13,-12.949,-0.009
-33.10,-15.251,-0.040
-33.07,-17.090,-0.031
-33.03,-20.691,-0.067
-33.00,-21.897,-0.037
-32.97,-24.282,-0.063
-32.93,-25.809,-0.109
-32.90,-28.691,-0.093
-32.87,-29.922,-0.124
-32.83,-32.704,-0.135
-32.80,-34.988,-0.155
-32.77,-36.807,-0.148
-32.73,-39.779,-0.175
-32.70,-40.965,-0.162
-32.67,-43.285,-0.143
-32.63,-45.251,-0.195
-32.60,-48.031,-0.216
-32.57,-49.241,-0.212
-32.53,-52.449,-0.222
-32.50,-53.517,-0.273
-32.47,-55.704,-0.261
-32.43,-57.927,-0.287
-32.40,-59.760,-0.268
-32.37,-61.371,-0.301
-32.33,-64.448,-0.309
-32.30,-65.944,-0.363
-32.27,-67.644,-0.336
-32.23,-69.578,-0.343
-32.20,-72.223,-0.328
-32.17,-74.339,-0.380
-32.13,-77.068,-0.392
-32.10,-78.461,-0.374
-32.07,-79.587,-0.365
-32.03,-81.251,-0.405
-32.00,-83.293,-0.433
-31.97,-85.643,-0.431
-31.93,-87.790,-0.461
-31.90,-88.046,-0.433
-31.87,-90.348,-0.427
-31.83,-93.263,-0.495
-31.80,-95.576,-0.445
-31.77,-95.857,-0.489
-31.73,-98.288,-0.507
-31.70,-99.668,-0.520
-31.67,-101.395,-0.518
-31.63,-103.689,-0.482
-31.60,-104.523,-0.539
-31.57,-106.690,-0.536
-31.53,-108.537,-0.567
-31.50,-109.411,-0.580
-31.47,-110.880,-0.576
-31.43,-113.189,-0.572
-31.40,-114.690,-0.576
-31.37,-116.307,-0.572
-31.33,-116.983,-0.590
-31.30,-119.417,-0.634
-31.27,-120.989,-0.608
-31.23,-122.168,-0.643
-31.20,-123.215,-0.654
-31.17,-124.408,-0.650
-31.13,-126.032,-0.678
-31.10,-127.942,-0.669
-31.07,-128.798,-0.672
-31.03,-130.006,-0.657
-31.00,-131.509,-0.691
-30.97,-132.952,-0.709
-30.93,-134.311,-0.668
-30.90,-136.157,-0.727
-30.87,-138.227,-0.711
-30.83,-137.756,-0.712
-30.80,-139.532,-0.704
-30.77,-141.129,-0.719
-30.73,-141.039,-0.758
-30.70,-142.321,-0.740
-30.67,-143.014,-0.744
-30.63,-144.455,-0.752
-30.60,-146.063,-0.742
-30.57,-147.125,-0.741
-30.53,-148.394,-0.759
-30.50,-148.518,-0.770
-30.47,-150.399,-0.791
-30.43,-151.148,-0.809
-30.40,-151.337,-0.797
-30.37,-152.352,-0.769
-30.33,-153.455,-0.761
-30.30,-154.069,-0.792
-30.27,-154.704,-0.834
-30.23,-156.046,-0.804
-30.20,-155.744,-0.837
-30.17,-156.266,-0.840
-30.13,-157.868,-0.782
-30.10,-158.335,-0.808
-30.07,-159.868,-0.803
-30.03,-159.818,-0.873
-30.00,-160.636,-0.827
-29.97,-161.742,-0.827
-29.93,-161.803,-0.872
-29.90,-162.784,-0.868
-29.87,-162.539,-0.814
-29.83,-162.657,-0.823
-29.80,-163.836,-0.811
-29.77,-164.486,-0.853
-29.73,-164.989,-0.844
-29.70,-165.542,-0.828
-29.67,-166.424,-0.840
-29.63,-166.306,-0.879
-29.60,-166.055,-0.841
-29.57,-166.090,-0.861
-29.53,-166.994,-0.837
-29.50,-166.981,-0.859
-29.47,-167.916,-0.890
-29.43,-168.134,-0.867
-29.40,-167.254,-0.863
-29.37,-167.731,-0.820
-29.33,-168.150,-0.869
-29.30,-166.779,-0.861
-29.27,-168.033,-0.843
-29.23,-168.071,-0.914
-29.20,-168.899,-0.888
-29.17,-168.694,-0.868
-29.13,-169.015,-0.886
-29.10,-168.376,-0.859
-29.07,-168.242,-0.921
-29.03,-168.414,-0.900
-29.00,-168.503,-0.878
-28.97,-168.043,-0.892
-28.93,-168.708,-0.910
-28.90,-167.880,-0.898
-28.87,-167.464,-0.894
-28.83,-167.024,-0.915
-28.80,-166.856,-0.905
-28.77,-166.313,-0.918
-28.73,-165.498,-0.901
-28.70,-166.789,-0.885
-28.67,-165.255,-0.911
-28.63,-165.668,-0.885
-28.60,-164.788,-0.890
-28.57,-164.509,-0.887
-28.53,-163.613,-0.911
-28.50,-163.028,-0.876
-28.47,-162.512,-0.888
-28.43,-163.375,-0.929
-28.40,-162.674,-0.868
-28.37,-161.075,-0.878
-28.33,-161.198,-0.891
-28.30,-160.485,-0.890
-28.27,-159.589,-0.904
-28.23,-159.508,-0.867
-28.20,-157.837,-0.909
-28.17,-157.387,-0.871
-28.13,-156.352,-0.878
-28.10,-155.860,-0.924
-28.07,-155.787,-0.909
-28.03,-155.257,-0.863
-28.00,-152.735,-0.905
-27.97,-152.876,-0.881
-27.93,-151.625,-0.850
-27.90,-150.575,-0.876
-27.87,-149.371,-0.863
-27.83,-148.281,-0.803
-27.80,-147.835,-0.847
-27.77,-147.176,-0.846
-27.73,-146.077,-0.825
-27.70,-144.950,-0.813
-27.67,-144.319,-0.808
-27.63,-143.020,-0.812
-27.60,-141.826,-0.804
-27.57,-139.770,-0.768
-27.53,-138.736,-0.815
-27.50,-138.153,-0.796
-27.47,-136.296,-0.763
-27.43,-135.076,-0.783
-27.40,-134.028,-0.748
-27.37,-132.782,-0.756
-27.33,-130.857,-0.770
-27.30,-130.502,-0.737
-27.27,-129.875,-0.733
-27.23,-127.333,-0.710
-27.20,-126.059,-0.732
-27.17,-124.424,-0.686
-27.13,-123.546,-0.669
-27.10,-121.915,-0.715
-27.07,-120.701,-0.661
-27.03,-119.434,-0.689
-27.00,-118.036,-0.694
-26.97,-116.581,-0.648
-26.93,-115.033,-0.618
-26.90,-113.349,-0.653
-26.87,-111.946,-0.645
-26.83,-109.621,-0.635
-26.80,-109.288,-0.618
-26.77,-107.205,-0.608
-26.73,-104.332,-0.591
-26.70,-103.159,-0.569
-26.67,-100.631,-0.580
-26.63,-99.342,-0.593
-26.60,-97.356,-0.578
-26.57,-95.515,-0.530
-26.53,-94.982,-0.531
-26.50,-92.798,-0.569
-26.47,-91.663,-0.537
-26.43,-89.416,-0.510
-26.40,-88.298,-0.484
-26.37,-85.377,-0.512
-26.33,-84.089,-0.530
-26.30,-81.280,-0.479
-26.27,-79.922,-0.469
-26.23,-77.879,-0.467
-26.20,-75.870,-0.453
-26.17,-73.757,-0.462
-26.13,-72.468,-0.459
-26.10,-69.589,-0.420
-26.07,-68.711,-0.422
-26.03,-66.339,-0.425
-26.00,-64.946,-0.395
-25.97,-61.626,-0.397
-25.93,-60.132,-0.384
-25.90,-57.949,-0.405
-25.87,-55.996,-0.341
-25.83,-53.593,-0.384
-25.80,-52.339,-0.337
-25.77,-50.545,-0.327
-25.73,-47.439,-0.351
-25.70,-45.183,-0.322
-25.67,-44.279,-0.319
-25.63,-41.152,-0.297
-25.60,-38.988,-0.225
-25.57,-36.451,-0.250
-25.53,-35.436,-0.296
-25.50,-32.584,-0.253
-25.47,-30.797,-0.264
-25.43,-28.810,-0.231
-25.40,-26.973,-0.250
-25.37,-23.827,-0.169
-25.33,-21.848,-0.176
-25.30,-19.621,-0.181
-25.27,-17.822,-0.166
-25.23,-15.197,-0.130
-25.20,-12.827,-0.148
-25.17,-10.621,-0.126
-25.13,-9.690,-0.108
-25.10,-6.593,-0.128
-25.07,-3.611,-0.132
-25.03,-2.392,-0.084
-25.00,0.110,-0.073
