Trigger_Date,2024/01/23
Trigger_Time,T 10:38:00.000
Samples_Per_Cycle,500
Microseconds_Per_Sample,33.333
Time (ms),Voltage (V),Current (A)
-41.67,-0.087,2.853
-41.63,2.130,2.814
-41.60,3.875,2.750
-41.57,7.000,2.698
-41.53,8.745,2.648
-41.50,10.644,2.592
-41.47,12.819,2.582
-41.43,14.458,2.528
-41.40,17.533,2.511
-41.37,19.986,2.429
-41.33,22.789,2.436
-41.30,25.054,2.381
-41.27,26.546,2.327
-41.23,28.335,2.300
-41.20,30.156,2.298
-41.17,32.095,2.257
-41.13,34.567,2.233
-41.10,36.658,2.183
-41.07,39.605,2.170
-41.03,41.605,2.136
-41.00,42.724,2.090
-40.97,44.543,2.095
-40.93,47.524,2.071
-40.90,50.120,2.030
-40.87,51.675,2.025
-40.83,53.959,1.994
-40.80,55.772,1.944
-40.77,57.630,1.930
-40.73,59.522,1.881
-40.70,62.357,1.902
-40.67,63.605,1.866
-40.63,66.111,1.815
-40.60,67.745,1.844
-40.57,70.435,1.825
-40.53,72.611,1.813
-40.50,74.326,1.762
-40.47,76.344,1.789
-40.43,77.670,1.720
-40.40,79.401,1.746
-40.37,81.365,1.739
-40.33,83.801,1.699
-40.30,85.027,1.699
-40.27,87.550,1.672
-40.23,88.941,1.655
-40.20,90.328,1.637
-40.17,93.859,1.613
-40.13,95.212,1.635
-40.10,96.148,1.571
-40.07,98.619,1.603
-40.03,101.018,1.589
-40.00,100.880,1.533
-39.97,103.049,1.563
-39.93,104.421,1.535
-39.90,107.191,1.543
-39.87,107.956,1.516
-39.83,110.151,1.511
-39.80,110.844,1.528
-39.77,112.814,1.501
-39.73,115.191,1.543
-39.70,116.860,1.479
-39.67,117.569,1.501
-39.63,119.169,1.444
-39.60,120.862,1.469
-39.57,122.217,1.440
-39.53,123.228,1.498
-39.50,124.498,1.463
-39.47,125.530,1.404
-39.43,127.961,1.438
-39.40,129.102,1.450
-39.37,131.356,1.407
-39.33,131.347,1.428
-39.30,134.128,1.403
-39.27,134.282,1.442
-39.23,135.906,1.433
-39.20,137.072,1.430
-39.17,137.758,1.380
-39.13,139.061,1.410
-39.10,140.509,1.431
-39.07,142.450,1.400
-39.03,141.692,1.394
-39.00,143.325,1.403
-38.97,144.666,1.399
-38.93,146.411,1.350
-38.90,147.546,1.425
-38.87,147.939,1.381
-38.83,148.933,1.362
-38.80,149.961,1.384
-38.77,151.361,1.358
-38.73,151.055,1.335
-38.70,151.791,1.379
-38.67,154.395,1.376
-38.63,154.116,1.346
-38.60,154.383,1.347
-38.57,155.822,1.311
-38.53,156.600,1.322
-38.50,157.114,1.350
-38.47,157.959,1.322
-38.43,158.955,1.326
-38.40,159.599,1.285
-38.37,161.206,1.266
-38.33,161.039,1.281
-38.30,161.300,1.342
-38.27,162.071,1.340
-38.23,162.145,1.312
-38.20,163.062,1.238
-38.17,163.690,1.256
-38.13,164.567,1.278
-38.10,164.006,1.268
-38.07,163.595,1.270
-38.03,165.505,1.223
-38.00,165.863,1.250
-37.97,166.086,1.225
-37.93,166.887,1.190
-37.90,165.661,1.203
-37.87,167.275,1.182
-37.83,168.198,1.208
-37.80,166.807,1.201
-37.77,166.461,1.192
-37.73,167.546,1.218
-37.70,167.921,1.162
-37.67,168.122,1.171
-37.63,167.331,1.166
-37.60,167.640,1.176
-37.57,166.655,1.163
-37.53,168.378,1.144
-37.50,168.362,1.184
-37.47,168.582,1.176
-37.43,167.716,1.116
-37.40,167.527,1.143
-37.37,167.615,1.110
-37.33,168.195,1.104
-37.30,168.091,1.138
-37.27,166.846,1.136
-37.23,167.208,1.085
-37.20,167.295,1.127
-37.17,167.429,1.127
-37.13,168.002,1.110
-37.10,165.872,1.060
-37.07,166.588,1.080
-37.03,166.011,1.086
-37.00,165.181,1.104
-36.97,165.062,1.086
-36.93,165.031,1.106
-36.90,164.059,1.059
-36.87,163.942,1.083
-36.83,163.576,1.111
-36.80,162.600,1.068
-36.77,161.591,1.079
-36.73,161.773,1.059
-36.70,161.217,1.081
-36.67,160.383,0.928
-36.63,161.078,0.987
-36.60,158.285,0.991
-36.57,158.353,0.974
-36.53,158.298,0.970
-36.50,157.173,0.950
-36.47,157.087,0.965
-36.43,156.273,0.940
-36.40,155.550,0.972
-36.37,153.814,0.938
-36.33,153.685,0.949
-36.30,152.324,0.972
-36.27,150.859,0.957
-36.23,149.948,0.936
-36.20,150.089,0.908
-36.17,148.269,0.933
-36.13,147.191,0.931
-36.10,146.610,0.915
-36.07,145.724,0.925
-36.03,144.456,0.932
-36.00,143.423,0.898
-35.97,142.917,0.893
-35.93,141.049,0.879
-35.90,140.778,0.867
-35.87,139.257,0.873
-35.83,138.425,0.930
-35.80,136.490,0.865
-35.77,136.008,0.868
-35.73,133.843,0.848
-35.70,132.688,0.858
-35.67,131.095,0.832
-35.63,130.341,0.828
-35.60,129.777,0.858
-35.57,127.614,0.830
-35.53,126.900,0.770
-35.50,125.464,0.772
-35.47,124.150,0.775
-35.43,121.868,0.798
-35.40,120.711,0.794
-35.37,119.011,0.727
-35.33,117.220,0.735
-35.30,115.910,0.802
-35.27,114.613,0.786
-35.23,112.788,0.703
-35.20,111.203,0.732
-35.17,109.744,0.700
-35.13,107.674,0.701
-35.10,106.746,0.683
-35.07,105.176,0.701
-35.03,103.851,0.678
-35.00,101.011,0.643
-34.97,100.012,0.640
-34.93,97.982,0.614
-34.90,95.754,0.652
-34.87,95.173,0.607
-34.83,93.309,0.584
-34.80,91.087,0.581
-34.77,88.685,0.638
-34.73,87.807,0.592
-34.70,84.887,0.573
-34.67,83.564,0.565
-34.63,80.679,0.565
-34.60,80.793,0.521
-34.57,77.290,0.494
-34.53,75.922,0.487
-34.50,74.529,0.455
-34.47,72.935,0.436
-34.43,70.123,0.440
-34.40,67.758,0.440
-34.37,66.337,0.440
-34.33,65.131,0.453
-34.30,60.908,0.413
-34.27,59.532,0.426
-34.23,58.641,0.401
-34.20,55.489,0.392
-34.17,54.575,0.349
-34.13,51.486,0.360
-34.10,49.917,0.360
-34.07,48.326,0.331
-34.03,45.406,0.355
-34.00,43.561,0.283
-33.97,40.972,0.307
-33.93,38.962,0.279
-33.90,37.340,0.260
-33.87,34.374,0.256
-33.83,33.482,0.231
-33.80,30.251,0.196
-33.77,27.778,0.205
-33.73,25.755,0.176
-33.70,23.544,0.184
-33.67,21.827,0.093
-33.63,20.885,0.114
-33.60,17.595,0.150
-33.57,14.797,0.087
-33.53,13.346,0.061
-33.50,11.744,0.059
-33.47,9.278,0.018
-33.43,7.126,0.027
-33.40,5.276,-0.027
-33.37,1.922,-0.033
-33.33,-0.129,-0.037
-33.30,-1.846,-0.060
-33.27,-4.371,-0.035
-33.23,-6.302,-0.067
-33.20,-9.361,-0.078
-33.17,-10.466,-0.090
-33.13,-14.227,-0.119
-33.10,-15.212,-0.132
-33.07,-17.790,-0.156
-33.03,-20.066,-0.190
-33.00,-20.848,-0.156
-32.97,-23.226,-0.175
-32.93,-25.982,-0.164
-32.90,-28.243,-0.237
-32.87,-29.307,-0.213
-32.83,-32.256,-0.248
-32.80,-34.861,-0.249
-32.77,-36.772,-0.239
-32.73,-39.163,-0.300
-32.70,-41.131,-0.302
-32.67,-42.738,-0.326
-32.63,-44.613,-0.310
-32.60,-47.189,-0.335
-32.57,-49.024,-0.348
-32.53,-52.110,-0.349
-32.50,-55.204,-0.351
-32.47,-55.157,-0.396
-32.43,-58.434,-0.391
-32.40,-60.259,-0.365
-32.37,-61.554,-0.392
-32.33,-64.007,-0.433
-32.30,-66.114,-0.460
-32.27,-68.735,-0.418
-32.23,-69.612,-0.442
-32.20,-72.994,-0.462
-32.17,-74.251,-0.481
-32.13,-75.476,-0.483
-32.10,-77.882,-0.507
-32.07,-80.010,-0.533
-32.03,-82.009,-0.532
-32.00,-82.691,-0.541
-31.97,-85.392,-0.547
-31.93,-86.720,-0.553
-31.90,-88.698,-0.552
-31.87,-90.781,-0.584
-31.83,-92.327,-0.597
-31.80,-94.446,-0.638
-31.77,-96.633,-0.608
-31.73,-98.491,-0.638
-31.70,-99.200,-0.570
-31.67,-101.080,-0.690
-31.63,-102.983,-0.648
-31.60,-104.953,-0.679
-31.57,-106.685,-0.671
-31.53,-108.184,-0.638
-31.50,-109.338,-0.695
